,key_0,Name,voltage,Site Code,Site Name,Voltage (kV),Region
0,BOLN,BOLN12,132.0,BOLN,BOLNEY,132.0,nget
1,BOLN,BOLN12,132.0,BOLN,BOLNEY,400.0,nget
2,MOTA,MOTA1Q,132.0,MOTA,MOULTAIVE,132,shet
3,DUCC,DUCC1K,132.0,DUCC,DUNMORE CABLE COMPOUND,132,shet
4,HAWP,HAWP21,275.0,HAWP,HAWTHORN PIT,66.0,nget
5,HAWP,HAWP21,275.0,HAWP,HAWTHORN PIT,275.0,nget
6,HAWP,HAWP21,275.0,HAWP,HAWTHORN PIT,400.0,nget
7,GART,GART4A,400.0,GART,GARFORTH TEE,400.0,nget
8,LACK,LACK2B,275.0,LACK,LACKENBY,66.0,nget
9,LACK,LACK2B,275.0,LACK,LACKENBY,275.0,nget
10,LACK,LACK2B,275.0,LACK,LACKENBY,400.0,nget
11,SJOW,SJOW13,132.0,SJOW,ST.JOHNS WOOD,132.0,nget
12,SJOW,SJOW13,132.0,SJOW,ST.JOHNS WOOD,275.0,nget
13,SJOW,SJOW13,132.0,SJOW,ST.JOHNS WOOD,400.0,nget
14,WATS,WATS12,132.0,WATS,WATFORD SOUTH,132.0,nget
15,WATS,WATS12,132.0,WATS,WATFORD SOUTH,275.0,nget
16,REDS,REDS4-,400.0,REDS,REDSHAW,400,spt_
17,REDS,REDS4-,400.0,REDS,REDSHAW,132,spt_
18,REDS,REDS4-,400.0,REDS,REDSHAW,33,spt_
19,PORA,PORA3-,33.0,PORA,PORT ANN,33,shet
20,PORA,PORA3-,33.0,PORA,PORT ANN,132,shet
21,PORA,PORA3-,33.0,PORA,PORT ANN,275,shet
22,WISD,WISD2A,275.0,WISD,WILLESDEN,66.0,nget
23,WISD,WISD2A,275.0,WISD,WILLESDEN,132.0,nget
24,WISD,WISD2A,275.0,WISD,WILLESDEN,275.0,nget
25,WISD,WISD2A,275.0,WISD,WILLESDEN,400.0,nget
26,BONN,BONN2A,275.0,BONN,BONNYBRIDGE,400,spt_
27,BONN,BONN2A,275.0,BONN,BONNYBRIDGE,275,spt_
28,BONN,BONN2A,275.0,BONN,BONNYBRIDGE,132,spt_
29,BONN,BONN2A,275.0,BONN,BONNYBRIDGE,33,spt_
30,KINA,KINA4A,400.0,KINA,KINARDOCHY,275,shet
31,KINA,KINA4A,400.0,KINA,KINARDOCHY,400,shet
32,CRAI,CRAI1R,132.0,CRAI,CRAIGIEBUCKLER,33,shet
33,CRAI,CRAI1R,132.0,CRAI,CRAIGIEBUCKLER,132,shet
34,BEAU,BEAU1K,132.0,BEAU,BEAULY,33,shet
35,BEAU,BEAU1K,132.0,BEAU,BEAULY,132,shet
36,BEAU,BEAU1K,132.0,BEAU,BEAULY,275,shet
37,BEAU,BEAU1K,132.0,BEAU,BEAULY,400,shet
38,HOWA,HOWA41,400.0,HOWA,HORNSEA ONE ONSHORE,400,ofto
39,HOWA,HOWA41,400.0,HOWA,HORNSEA ONE ONSHORE,220,ofto
40,WERO,WERO22,275.0,WERO,WESTERMOST ROUGH OFFSHORE,150,ofto
41,WERO,WERO22,275.0,WERO,WESTERMOST ROUGH ONSHORE,275,ofto
42,HELE,HELE1-,132.0,HELE,HELENSBURGH,132,spt_
43,HELE,HELE1-,132.0,HELE,HELENSBURGH,33,spt_
44,KNAR,KNAR21,275.0,KNAR,KNARESBOROUGH,132.0,nget
45,KNAR,KNAR21,275.0,KNAR,KNARESBOROUGH,275.0,nget
46,PEWO,PEWO2D,275.0,PEWO,PENWORTHAM,275.0,nget
47,PEWO,PEWO2D,275.0,PEWO,PENWORTHAM,400.0,nget
48,CLYN,CLYN3B,33.0,CLYN,CLYDE NORTH,275,spt_
49,CLYN,CLYN3B,33.0,CLYN,CLYDE NORTH,33,spt_
50,WTHU,WTHU4E,400.0,WTHU,WEST THURROCK,33.0,nget
51,WTHU,WTHU4E,400.0,WTHU,WEST THURROCK,400.0,nget
52,GLGL,GLGL1Q,132.0,GLGL,GLENGLASS,132,spt_
53,GLGL,GLGL1Q,132.0,GLGL,GLENGLASS,33,spt_
54,CRYR,CRYR1A,132.0,CRYR,CRYSTAL RIG,400,spt_
55,CRYR,CRYR1A,132.0,CRYR,CRYSTAL RIG,132,spt_
56,CRYR,CRYR1A,132.0,CRYR,CRYSTAL RIG,33,spt_
57,EACO,EACO41,400.0,EACO,EAST ANGLIA THREE ONSHORE,400,ofto
58,LHOR,LHOR4A,400.0,LHOR,LITTLE HORSTED,132.0,nget
59,LHOR,LHOR4A,400.0,LHOR,LITTLE HORSTED,400.0,nget
60,VGEO,VGEO41,400.0,VGEO,VANGUARD EAST ONSHORE,400,ofto
61,SPIT,SPIT2J,275.0,SPIT,SPITTAL,33,shet
62,SPIT,SPIT2J,275.0,SPIT,SPITTAL,132,shet
63,SPIT,SPIT2J,275.0,SPIT,SPITTAL,275,shet
64,SPIT,SPIT2J,275.0,SPIT,SPITTAL,400,shet
65,LACK,LACK2A,275.0,LACK,LACKENBY,66.0,nget
66,LACK,LACK2A,275.0,LACK,LACKENBY,275.0,nget
67,LACK,LACK2A,275.0,LACK,LACKENBY,400.0,nget
68,MOSM,MOSM4-,400.0,MOSM,MOSSMORRAN,400,spt_
69,MOSM,MOSM4-,400.0,MOSM,MOSSMORRAN,275,spt_
70,MOSM,MOSM4-,400.0,MOSM,MOSSMORRAN,132,spt_
71,MOSM,MOSM4-,400.0,MOSM,MOSSMORRAN,33,spt_
72,HUMO,HUMO22,275.0,HUMO,HUMBER GATEWAY ONSHORE,275,ofto
73,HUMO,HUMO22,275.0,HUMO,HUMBER GATEWAY ONSHORE,132,ofto
74,HUMO,HUMO22,275.0,HUMO,HUMBER GATEWAY ONSHORE,33,ofto
75,MOTA,MOTA1R,132.0,MOTA,MOULTAIVE,132,shet
76,NEWX,NEWX11,132.0,NEWX,NEW CROSS,66.0,nget
77,NEWX,NEWX11,132.0,NEWX,NEW CROSS,400.0,nget
78,NEWX,NEWX11,132.0,NEWX,NEWCROSS,132.0,nget
79,NEWX,NEWX11,132.0,NEWX,NEWCROSS,275.0,nget
80,LINO,LINO11,132.0,LINO,LINCS ONSHORE,400,ofto
81,LINO,LINO11,132.0,LINO,LINCS ONSHORE,132,ofto
82,NURS,NURS4A,400.0,NURS,NURSLING,132.0,nget
83,NURS,NURS4A,400.0,NURS,NURSLING,400.0,nget
84,STAH,STAH4B,400.0,STAH,STANAH,132.0,nget
85,STAH,STAH4B,400.0,STAH,STANAH,400.0,nget
86,MOSM,MOSM1A,132.0,MOSM,MOSSMORRAN,400,spt_
87,MOSM,MOSM1A,132.0,MOSM,MOSSMORRAN,275,spt_
88,MOSM,MOSM1A,132.0,MOSM,MOSSMORRAN,132,spt_
89,MOSM,MOSM1A,132.0,MOSM,MOSSMORRAN,33,spt_
90,DRCR,DRCR3-,33.0,DRCR,DRUMCROSS,132,spt_
91,DRCR,DRCR3-,33.0,DRCR,DRUMCROSS,33,spt_
92,CCSS,CCSS1-,132.0,CCSS,CUMBERHEAD COLLECTOR,132,spt_
93,CCSS,CCSS1-,132.0,CCSS,CUMBERHEAD COLLECTOR,33,spt_
94,offs,offshore converter station HV,,,,,
95,HAGH,HAGH3-,33.0,HAGH,HAGSHAW HILL PHASE 2,33,spt_
96,RAIN,RAIN21,275.0,RAIN,RAINHILL,132.0,nget
97,RAIN,RAIN21,275.0,RAIN,RAINHILL,275.0,nget
98,SWAN,SWAN4A,400.0,SWAN,SWANSEA NORTH,132.0,nget
99,SWAN,SWAN4A,400.0,SWAN,SWANSEA NORTH,275.0,nget
100,SWAN,SWAN4A,400.0,SWAN,SWANSEA NORTH,400.0,nget
101,DUNE,DUNE3A,33.0,DUNE,DUNLAW EXTENSION,132,spt_
102,DUNE,DUNE3A,33.0,DUNE,DUNLAW EXTENSION,33,spt_
103,FAUG,FAUG2K,275.0,FAUG,FORT AUGUSTUS,33,shet
104,FAUG,FAUG2K,275.0,FAUG,FORT AUGUSTUS,132,shet
105,FAUG,FAUG2K,275.0,FAUG,FORT AUGUSTUS,275,shet
106,FAUG,FAUG2K,275.0,FAUG,FORT AUGUSTUS,400,shet
107,KNOC,KNOC2J,275.0,KNOC,KNOCKNAGAEL,33,shet
108,KNOC,KNOC2J,275.0,KNOC,KNOCKNAGAEL,132,shet
109,KNOC,KNOC2J,275.0,KNOC,KNOCKNAGAEL,275,shet
110,CRSS,CRSS1X,132.0,CRSS,CROSSAIG,33,shet
111,CRSS,CRSS1X,132.0,CRSS,CROSSAIG,132,shet
112,CRSS,CRSS1X,132.0,CRSS,CROSSAIG,220,shet
113,CRSS,CRSS1X,132.0,CRSS,CROSSAIG,275,shet
114,MELG,MELG4J,400.0,MELG,MELGARVE SUBSTATION,33,shet
115,MELG,MELG4J,400.0,MELG,MELGARVE SUBSTATION,132,shet
116,MELG,MELG4J,400.0,MELG,MELGARVE SUBSTATION,400,shet
117,KILO,KILO3-,33.0,KILO,KINLOCHLEVEN,33,shet
118,KILO,KILO3-,33.0,KILO,KINLOCHLEVEN,132,shet
119,AREX,AREX3-,33.0,AREX,ARECLEOCH EXTENSION,132,spt_
120,AREX,AREX3-,33.0,AREX,ARECLEOCH EXTENSION,33,spt_
121,CLAU,CLAU3-,33.0,CLAU,CLAUCHRIE,132,spt_
122,CLAU,CLAU3-,33.0,CLAU,CLAUCHRIE,33,spt_
123,MACD,MACD3-,33.0,MACD,MACDUFF,33,shet
124,MACD,MACD3-,33.0,MACD,MACDUFF,132,shet
125,FROD,FROD11,132.0,FROD,FRODSHAM,132.0,nget
126,FROD,FROD11,132.0,FROD,FRODSHAM,275.0,nget
127,FROD,FROD11,132.0,FROD,FRODSHAM,400.0,nget
128,SLOY,SLOY1B,132.0,SLOY,SLOY,132,shet
129,DUNF,DUNF3-,33.0,DUNF,DUNFERMLINE,132,spt_
130,DUNF,DUNF3-,33.0,DUNF,DUNFERMLINE,33,spt_
131,WLER,WLER2-,275.0,WLER,WHITELEE REPOWERING,275,spt_
132,WLER,WLER2-,275.0,WLER,WHITELEE REPOWERING,33,spt_
133,TOTT,TOTT2B,275.0,TOTT,TOTTENHAM,132.0,nget
134,TOTT,TOTT2B,275.0,TOTT,TOTTENHAM,275.0,nget
135,OFFE,OFFE21,275.0,OFFE,OFFERTON,33.0,nget
136,OFFE,OFFE21,275.0,OFFE,OFFERTON,275.0,nget
137,ABHA,ABHA12,132.0,ABHA,ABHAM,132.0,nget
138,ABHA,ABHA12,132.0,ABHA,ABHAM,400.0,nget
139,BLAH,BLAH3A,33.0,BLAH,BLACKHILL,132,spt_
140,BLAH,BLAH3A,33.0,BLAH,BLACKHILL,33,spt_
141,WLER,WLER3E,33.0,WLER,WHITELEE REPOWERING,275,spt_
142,WLER,WLER3E,33.0,WLER,WHITELEE REPOWERING,33,spt_
143,FRIS,FRIS41,400.0,FRIS,FRISTON,400.0,nget
144,DAAS,DAAS2-,275.0,DAAS,DALLAS SUBSTATION,33,shet
145,DAAS,DAAS2-,275.0,DAAS,DALLAS SUBSTATION,275,shet
146,GART,GART4B,400.0,GART,GARFORTH TEE,400.0,nget
147,WHSO,WHSO41,400.0,WHSO,WHITSON,33.0,nget
148,WHSO,WHSO41,400.0,WHSO,WHITSON,275.0,nget
149,WHSO,WHSO41,400.0,WHSO,WHITSON,400.0,nget
150,NOKY,NOKY3B,33.0,NOKY,NORTH KYLE,132,spt_
151,NOKY,NOKY3B,33.0,NOKY,NORTH KYLE,33,spt_
152,CELL,CELL11,132.0,CELL,CELLARHEAD,132.0,nget
153,CELL,CELL11,132.0,CELL,CELLARHEAD,400.0,nget
154,WBOL,WBOL21,275.0,WBOL,WEST BOLDON,66.0,nget
155,WBOL,WBOL21,275.0,WBOL,WEST BOLDON,275.0,nget
156,NAIR,NAIR1Q,132.0,NAIR,NAIRN,33,shet
157,NAIR,NAIR1Q,132.0,NAIR,NAIRN,132,shet
158,MILH,MILH21,275.0,MILH,MILLHILL,132.0,nget
159,MILH,MILH21,275.0,MILH,MILLHILL,275.0,nget
160,MUAI,MUAI3A,33.0,MUAI,MUAITHEBHEAL WIND FARM,33,shet
161,MUAI,MUAI3A,33.0,MUAI,MUAITHEBHEAL WIND FARM,132,shet
162,STWN,STWN3K,33.0,STWN,STORNOWAY WIND,33,shet
163,STWN,STWN3K,33.0,STWN,STORNOWAY WIND,132,shet
164,LACK,LACK61,66.0,LACK,LACKENBY,66.0,nget
165,LACK,LACK61,66.0,LACK,LACKENBY,275.0,nget
166,LACK,LACK61,66.0,LACK,LACKENBY,400.0,nget
167,SFEG,SFEG1Q,132.0,SFEG,ST FERGUS GAS TERMINAL,132,shet
168,COST,COST3-,33.0,COST,Costa Head,33,shet
169,LONO,LONO14,132.0,LONO,LONDON ARRAY ONSHORE,400,ofto
170,LONO,LONO14,132.0,LONO,LONDON ARRAY ONSHORE,150,ofto
171,LAMF,LAMF3-,33.0,LAMF,LAMFPR HILL,33,spt_
172,SACO,SACO1Q,132.0,SACO,SALTCOATS,132,spt_
173,SACO,SACO1Q,132.0,SACO,SALTCOATS,33,spt_
174,BLEX,BLEX1-,132.0,BLEX,BHLARAIDH EXTENSION,33,shet
175,BLEX,BLEX1-,132.0,BLEX,BHLARAIDH EXTENSION,132,shet
176,REDM,REDM42,400.0,REDM,REDMOSS,33,shet
177,REDM,REDM42,400.0,REDM,REDMOSS,132,shet
178,LETH,LETH1-,132.0,LETH,LETHANS,132,spt_
179,LETH,LETH1-,132.0,LETH,LETHANS,33,spt_
180,GRAW,GRAW4B,400.0,GRAW,GRAIN WEST,400.0,nget
181,BREC,BREC1Q,132.0,BREC,BRECHIN,132,shet
182,INNE,INNE1R,132.0,INNE,INVERNESS,33,shet
183,INNE,INNE1R,132.0,INNE,INVERNESS,132,shet
184,HEYS,HEYS41,400.0,HEYS,HEYSHAM,132.0,nget
185,HEYS,HEYS41,400.0,HEYS,HEYSHAM,400.0,nget
186,DEVM,DEVM1-,132.0,DEVM,DEVOL MOOR,400,spt_
187,DEVM,DEVM1-,132.0,DEVM,DEVOL MOOR,132,spt_
188,DEVM,DEVM1-,132.0,DEVM,DEVOL MOOR,33,spt_
189,HURS,HURS1B,132.0,HURS,HURST,132.0,nget
190,HURS,HURS1B,132.0,HURS,HURST,275.0,nget
191,KENN,KENN3-,33.0,KENN,KENNOXHEAD,132,spt_
192,KENN,KENN3-,33.0,KENN,KENNOXHEAD,33,spt_
193,TONG,TONG5-,11.0,TONG,TONGLAND,132,spt_
194,TONG,TONG5-,11.0,TONG,TONGLAND,33,spt_
195,TONG,TONG5-,11.0,TONG,TONGLAND,11,spt_
196,FERR,FERR2B,275.0,FERR,FERRYBRIDGE,66.0,nget
197,FERR,FERR2B,275.0,FERR,FERRYBRIDGE,132.0,nget
198,FERR,FERR2B,275.0,FERR,FERRYBRIDGE,275.0,nget
199,FERR,FERR2B,275.0,FERR,FERRYBRIDGE,400.0,nget
200,PEHE,PEHE2Q,275.0,PEHE,PETERHEAD,33,shet
201,PEHE,PEHE2Q,275.0,PEHE,PETERHEAD,132,shet
202,PEHE,PEHE2Q,275.0,PEHE,PETERHEAD,275,shet
203,PEHE,PEHE2Q,275.0,PEHE,PETERHEAD,400,shet
204,WALX,WALX21,275.0,WALX,WALTHAM CROSS,275.0,nget
205,WALX,WALX21,275.0,WALX,WALTHAM CROSS,400.0,nget
206,CREB,CREB2B,275.0,CREB,CREYKE BECK,132.0,nget
207,CREB,CREB2B,275.0,CREB,CREYKE BECK,275.0,nget
208,CREB,CREB2B,275.0,CREB,CREYKE BECK,400.0,nget
209,BEAU,BEAU1Q,132.0,BEAU,BEAULY,33,shet
210,BEAU,BEAU1Q,132.0,BEAU,BEAULY,132,shet
211,BEAU,BEAU1Q,132.0,BEAU,BEAULY,275,shet
212,BEAU,BEAU1Q,132.0,BEAU,BEAULY,400,shet
213,GRMO,GRMO2-,275.0,GRMO,GRANGEMOUTH,275,spt_
214,GRMO,GRMO2-,275.0,GRMO,GRANGEMOUTH,33,spt_
215,WATS,WATS21,275.0,WATS,WATFORD SOUTH,132.0,nget
216,WATS,WATS21,275.0,WATS,WATFORD SOUTH,275.0,nget
217,TAYN,TAYN3-,33.0,TAYN,TAYNUILT,33,shet
218,TAYN,TAYN3-,33.0,TAYN,TAYNUILT,132,shet
219,DUNB,DUNB1T,132.0,DUNB,DUNBAR,132,spt_
220,DUNB,DUNB1T,132.0,DUNB,DUNBAR,33,spt_
221,WIMB,WIMB11,132.0,WIMB,WIMBLEDON,132.0,nget
222,WIMB,WIMB11,132.0,WIMB,WIMBLEDON,275.0,nget
223,WIMB,WIMB11,132.0,WIMB,WIMBLEDON,400.0,nget
224,OFOA,OFOA1-,132.0,OFOA,OLD FOREST OF AE,132,spt_
225,OFOA,OFOA1-,132.0,OFOA,OLD FOREST OF AE,33,spt_
226,TILB,TILB42,400.0,TILB,TILBURY,132.0,nget
227,TILB,TILB42,400.0,TILB,TILBURY,275.0,nget
228,TILB,TILB42,400.0,TILB,TILBURY,400.0,nget
229,CREB,CREB22,275.0,CREB,CREYKE BECK,132.0,nget
230,CREB,CREB22,275.0,CREB,CREYKE BECK,275.0,nget
231,CREB,CREB22,275.0,CREB,CREYKE BECK,400.0,nget
232,FARI,FARI1J,132.0,FARI,FARIGAIG,33,shet
233,FARI,FARI1J,132.0,FARI,FARIGAIG,132,shet
234,FARI,FARI1J,132.0,FARI,FARIGAIG,275,shet
235,WHSO,WHSO4A,400.0,WHSO,WHITSON,33.0,nget
236,WHSO,WHSO4A,400.0,WHSO,WHITSON,275.0,nget
237,WHSO,WHSO4A,400.0,WHSO,WHITSON,400.0,nget
238,RYEH,RYEH42,400.0,RYEH,RYE HOUSE,132.0,nget
239,RYEH,RYEH42,400.0,RYEH,RYE HOUSE,400.0,nget
240,CUMH,CUMH3-,33.0,CUMH,CUMBERHEAD WF SUBSTATION,33,spt_
241,SFEM,SFEM5K,11.0,SFEM,ST FERGUS MOBIL,132,shet
242,DUNO,DUNO1R,132.0,DUNO,DUNOON,33,shet
243,DUNO,DUNO1R,132.0,DUNO,DUNOON,132,shet
244,FIDF,FIDF12,132.0,FIDF,FIDDLERS FERRY,132.0,nget
245,FIDF,FIDF12,132.0,FIDF,FIDDLERS FERRY,275.0,nget
246,OWF ,OWF Onshore 132kV,,,,,
247,WATS,WATS22,275.0,WATS,WATFORD SOUTH,132.0,nget
248,WATS,WATS22,275.0,WATS,WATFORD SOUTH,275.0,nget
249,GLRO,GLRO2-,275.0,GLRO,GLENROTHES,400,spt_
250,GLRO,GLRO2-,275.0,GLRO,GLENROTHES,275,spt_
251,GLRO,GLRO2-,275.0,GLRO,GLENROTHES,33,spt_
252,GLLU,GLLU1Q,132.0,GLLU,GLENLUCE,132,spt_
253,GLLU,GLLU1Q,132.0,GLLU,GLENLUCE,33,spt_
254,TOMT,TOMT1K,132.0,TOMT,TOMATIN,33,shet
255,TOMT,TOMT1K,132.0,TOMT,TOMATIN,132,shet
256,TOMT,TOMT1K,132.0,TOMT,TOMATIN,275,shet
257,TYNE,TYNE21,275.0,TYNE,TYNEMOUTH,11.0,nget
258,TYNE,TYNE21,275.0,TYNE,TYNEMOUTH,132.0,nget
259,TYNE,TYNE21,275.0,TYNE,TYNEMOUTH,275.0,nget
260,OLDB,OLDB21,275.0,OLDB,OLDBURY,132.0,nget
261,OLDB,OLDB21,275.0,OLDB,OLDBURY,275.0,nget
262,OLDB,OLDB21,275.0,OLDB,OLDBURY,400.0,nget
263,FINN,FINN1Q,132.0,FINN,FINNIESTON,132,spt_
264,FINN,FINN1Q,132.0,FINN,FINNIESTON,33,spt_
265,ROWD,ROWD4A,400.0,ROWD,ROWDOWN,400.0,nget
266,SMEA,SMEA2-,275.0,SMEA,SMEATON,400,spt_
267,SMEA,SMEA2-,275.0,SMEA,SMEATON,275,spt_
268,SMEA,SMEA2-,275.0,SMEA,SMEATON,132,spt_
269,SMEA,SMEA2-,275.0,SMEA,SMEATON,33,spt_
270,HUER,HUER1-,132.0,HUER,HUNTERSTON,400,spt_
271,HUER,HUER1-,132.0,HUER,HUNTERSTON,132,spt_
272,HUER,HUER1-,132.0,HUER,HUNTERSTON,33,spt_
273,LUNA,LUNA1Q,132.0,LUNA,LUNANHEAD,33,shet
274,LUNA,LUNA1Q,132.0,LUNA,LUNANHEAD,132,shet
275,KERG,KERG1L,132.0,KERG,KERGORD,132,shet
276,GLEN,GLEN5-,11.0,GLEN,GLENMORISTON,132,shet
277,CRDY,CRDY3A,33.0,CRDY,CROSSDYKES,33,spt_
278,PENT,PENT11,132.0,PENT,PENTIR,132.0,nget
279,PENT,PENT11,132.0,PENT,PENTIR,400.0,nget
280,Offs,Offshore 66kV-2,,,,,
281,ORRI,ORRI1S,132.0,ORRI,ORRIN,33,shet
282,ORRI,ORRI1S,132.0,ORRI,ORRIN,132,shet
283,KERG,KERG1J,132.0,KERG,KERGORD,132,shet
284,BPGR,BPGR3K,33.0,BPGR,BP GRANGEMOUTH,33,spt_
285,GARB,GARB1R,132.0,GARB,GARELOCH BOUNDARY,132,spt_
286,THTO,THTO42,400.0,THTO,THORNTON,400.0,nget
287,NOTR,NOTR12,132.0,NOTR,NORWICH TROWSE,132.0,nget
288,DUNO,DUNO3-,33.0,DUNO,DUNOON,33,shet
289,DUNO,DUNO3-,33.0,DUNO,DUNOON,132,shet
290,EERH,EERH3-,33.0,EERH,EASTERHOUSE,275,spt_
291,EERH,EERH3-,33.0,EERH,EASTERHOUSE,33,spt_
292,BRWA,BRWA4D,400.0,BRWA,BRIDGWATER,132.0,nget
293,BRWA,BRWA4D,400.0,BRWA,BRIDGWATER,275.0,nget
294,BRWA,BRWA4D,400.0,BRWA,BRIDGWATER,400.0,nget
295,WHIB,WHIB1E,132.0,WHIB,WHITE BRIDGE,132,shet
296,CRSS,CRSS2Q,275.0,CRSS,CROSSAIG,33,shet
297,CRSS,CRSS2Q,275.0,CRSS,CROSSAIG,132,shet
298,CRSS,CRSS2Q,275.0,CRSS,CROSSAIG,220,shet
299,CRSS,CRSS2Q,275.0,CRSS,CROSSAIG,275,shet
300,CAID,CAID3-,33.0,CAID,Cairn Duhie Wind Farm,33,shet
301,CAID,CAID3-,33.0,CAID,Cairn Duhie Wind Farm,275,shet
302,RAYL,RAYL41,400.0,RAYL,RAYLEIGH,400.0,nget
303,DOUN,DOUN3-,33.0,DOUN,DOUNREAY,33,shet
304,DOUN,DOUN3-,33.0,DOUN,DOUNREAY,132,shet
305,DOUN,DOUN3-,33.0,DOUN,DOUNREAY,220,shet
306,DOUN,DOUN3-,33.0,DOUN,DOUNREAY,275,shet
307,DOUN,DOUN3-,33.0,DOUN,DOUNREAY,400,shet
308,KEAD,KEAD44,400.0,KEAD,KEADBY,132.0,nget
309,KEAD,KEAD44,400.0,KEAD,KEADBY,400.0,nget
310,MAWO,MAWO41,400.0,MAWO,MARCHWOOD,400.0,nget
311,FELL,FELL3-,33.0,FELL,FELL WIND FARM,132,spt_
312,FELL,FELL3-,33.0,FELL,FELL WIND FARM,33,spt_
313,ELVA,ELVA1-,132.0,ELVA,ELVANFOOT,400,spt_
314,ELVA,ELVA1-,132.0,ELVA,ELVANFOOT,275,spt_
315,ELVA,ELVA1-,132.0,ELVA,ELVANFOOT,132,spt_
316,ELVA,ELVA1-,132.0,ELVA,ELVANFOOT,33,spt_
317,CHAP,CHAP1-,132.0,CHAP,CHAPELCROSS,132,spt_
318,CHAP,CHAP1-,132.0,CHAP,CHAPELCROSS,33,spt_
319,TORN,TORN1-,132.0,TORN,TORNESS,400,spt_
320,TORN,TORN1-,132.0,TORN,TORNESS,132,spt_
321,EDIN,EDIN1D,132.0,EDIN,EDINBANE 132/33KV,33,shet
322,EDIN,EDIN1D,132.0,EDIN,EDINBANE 132/33KV,132,shet
323,SFER,SFER1K,132.0,SFER,ST FERGUS,132,shet
324,MONF,MONF2B,275.0,MONF,MONK FRYSTON,275.0,nget
325,MONF,MONF2B,275.0,MONF,MONK FRYSTON,400.0,nget
326,MONF,MONF2B,275.0,MONF,MONK FRYSTON NEW,400.0,nget
327,TAUN,TAUN42,400.0,TAUN,TAUNTON,132.0,nget
328,TAUN,TAUN42,400.0,TAUN,TAUNTON,400.0,nget
329,CHSI,CHSI1A,132.0,CHSI,CHESSINGTON,132.0,nget
330,CHSI,CHSI1A,132.0,CHSI,CHESSINGTON,275.0,nget
331,TWNE,TWNE41,400.0,TWNE,TWINEHAM ONSHORE,400,ofto
332,TWNE,TWNE41,400.0,TWNE,TWINEHAM ONSHORE,150,ofto
333,HOWD,HOWD41,400.0,HOWD,HORNSEA FOUR ONSHORE,400,ofto
334,HOWD,HOWD41,400.0,HOWD,HORNSEA FOUR ONSHORE,220,ofto
335,GGON,GGON12,132.0,GGON,GREATER GABBARD ONSHORE,132,ofto
336,NEIL,NEIL4Q,400.0,NEIL,NEILSTON,400,spt_
337,NEIL,NEIL4Q,400.0,NEIL,NEILSTON,275,spt_
338,NEIL,NEIL4Q,400.0,NEIL,NEILSTON,132,spt_
339,NEIL,NEIL4Q,400.0,NEIL,NEILSTON,33,spt_
340,ROCH,ROCH11,132.0,ROCH,ROCHDALE,132.0,nget
341,ROCH,ROCH11,132.0,ROCH,ROCHDALE,275.0,nget
342,ROCH,ROCH11,132.0,ROCH,ROCHDALE,400.0,nget
343,BICF,BICF11,132.0,BICF,BICKER FEN,132.0,nget
344,BICF,BICF11,132.0,BICF,BICKER FEN,400.0,nget
345,CLYS,CLYS3X,33.0,CLYS,CLYDE SOUTH,275,spt_
346,CLYS,CLYS3X,33.0,CLYS,CLYDE SOUTH,33,spt_
347,SALH,SALH21,275.0,SALH,SALTHOLME,132.0,nget
348,SALH,SALH21,275.0,SALH,SALTHOLME,275.0,nget
349,SALH,SALH21,275.0,SALH,SALTHOLME,400.0,nget
350,TARL,TARL1R,132.0,TARL,TARLAND,33,shet
351,TARL,TARL1R,132.0,TARL,TARLAND,132,shet
352,Onsh,Onshore 400kV HV,,,,,
353,LOAN,LOAN2-,275.0,LOAN,LONGANNET,275,spt_
354,CRAI,CRAI1P,132.0,CRAI,CRAIGIEBUCKLER,33,shet
355,CRAI,CRAI1P,132.0,CRAI,CRAIGIEBUCKLER,132,shet
356,MAHI,MAHI1B,132.0,MAHI,MARK HILL,275,spt_
357,MAHI,MAHI1B,132.0,MAHI,MARK HILL,132,spt_
358,MAHI,MAHI1B,132.0,MAHI,MARK HILL,33,spt_
359,OLDB,OLDB2A,275.0,OLDB,OLDBURY,132.0,nget
360,OLDB,OLDB2A,275.0,OLDB,OLDBURY,275.0,nget
361,OLDB,OLDB2A,275.0,OLDB,OLDBURY,400.0,nget
362,CLUN,CLUN5K,11.0,CLUN,CLUNIE,132,shet
363,DELL,DELL1-,132.0,DELL,DELL,33,shet
364,DELL,DELL1-,132.0,DELL,DELL,132,shet
365,THOW,THOW11,132.0,THOW,THANET WIND OFFSHORE,132,ofto
366,THOW,THOW11,132.0,THOW,THANET WIND OFFSHORE,33,ofto
367,PUDM,PUDM41,400.0,PUDM,PUDDINGMILL,400.0,nget
368,CLYM,CLYM3A,33.0,CLYM,CLYDE'S MILL,400,spt_
369,CLYM,CLYM3A,33.0,CLYM,CLYDE'S MILL,275,spt_
370,CLYM,CLYM3A,33.0,CLYM,CLYDE'S MILL,33,spt_
371,WWEY,WWEY11,132.0,WWEY,WEST WEYBRIDGE,132.0,nget
372,WWEY,WWEY11,132.0,WWEY,WEST WEYBRIDGE,275.0,nget
373,WWEY,WWEY11,132.0,WWEY,WEST WEYBRIDGE,400.0,nget
374,KEOO,KEOO1-,132.0,KEOO,KENDOON,132,spt_
375,KEOO,KEOO1-,132.0,KEOO,KENDOON,11,spt_
376,RUGE,RUGE41,400.0,RUGE,RUGELEY,132.0,nget
